category,group,image_path,score
mouse,group_73494,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_73494/image_1.jpg,75.0
mouse,group_73494,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_73494/image_2.jpg,70.0
mouse,group_379165,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_379165/image_1.jpg,95.0
mouse,group_379165,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_379165/image_2.jpg,70.0
mouse,group_379165,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_379165/image_3.jpg,90.0
mouse,group_379165,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_379165/image_4.jpg,60.0
mouse,group_379165,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_379165/image_5.jpg,80.0
mouse,group_79653,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_79653/image_1.jpg,45.0
mouse,group_79653,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_79653/image_2.jpg,55.0
mouse,group_96268,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_96268/image_1.jpg,85.0
mouse,group_96268,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_96268/image_2.jpg,60.0
mouse,group_61d83d42,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_61d83d42/image_1.jpg,85.0
mouse,group_61d83d42,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_61d83d42/image_2.jpg,65.0
mouse,group_484075,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_484075/image_1.jpg,85.0
mouse,group_484075,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_484075/image_2.jpg,70.0
mouse,group_c4b96142,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_c4b96142/image_1.jpg,85.0
mouse,group_c4b96142,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_c4b96142/image_2.jpg,80.0
mouse,group_421794,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_421794/image_1.jpg,90.0
mouse,group_421794,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_421794/image_2.jpg,85.0
mouse,group_421794,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_421794/image_3.jpg,80.0
mouse,group_e62709b5,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_e62709b5/image_1.jpg,10.0
mouse,group_e62709b5,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_e62709b5/image_2.jpg,85.0
mouse,group_a2c504a1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_a2c504a1/image_1.jpg,65.0
mouse,group_a2c504a1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_a2c504a1/image_2.jpg,75.0
mouse,group_434141,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_434141/image_1.jpg,65.0
mouse,group_434141,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_434141/image_2.jpg,80.0
mouse,group_7e29c9b1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_7e29c9b1/image_1.jpg,85.0
mouse,group_7e29c9b1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_7e29c9b1/image_2.jpg,80.0
mouse,group_44432,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_44432/image_1.jpg,75.0
mouse,group_44432,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_44432/image_2.jpg,60.0
mouse,group_44432,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_44432/image_3.jpg,80.0
mouse,group_381257,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_381257/image_1.jpg,90.0
mouse,group_381257,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_381257/image_2.jpg,75.0
mouse,group_381257,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_381257/image_3.jpg,60.0
mouse,group_516248,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_516248/image_1.jpg,85.0
mouse,group_516248,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_516248/image_2.jpg,60.0
mouse,group_416322,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_416322/image_1.jpg,65.0
mouse,group_416322,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_416322/image_2.jpg,90.0
mouse,group_336102,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_336102/image_1.jpg,85.0
mouse,group_336102,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_336102/image_2.jpg,90.0
mouse,group_567686,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_567686/image_1.jpg,40.0
mouse,group_567686,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_567686/image_2.jpg,85.0
mouse,group_567686,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_567686/image_3.jpg,35.0
mouse,group_63857,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_63857/image_1.jpg,65.0
mouse,group_63857,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_63857/image_2.jpg,60.0
mouse,group_193798,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_193798/image_1.jpg,75.0
mouse,group_193798,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_193798/image_2.jpg,65.0
mouse,group_560392,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_560392/image_1.jpg,65.0
mouse,group_560392,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_560392/image_2.jpg,70.0
mouse,group_19bead50,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_19bead50/image_1.jpg,75.0
mouse,group_19bead50,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_19bead50/image_2.jpg,85.0
mouse,group_359128,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_359128/image_1.jpg,35.0
mouse,group_359128,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_359128/image_2.jpg,40.0
mouse,group_5991d71e,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_5991d71e/image_1.jpg,15.0
mouse,group_5991d71e,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_5991d71e/image_2.jpg,15.0
mouse,group_ef944339,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_ef944339/image_1.jpg,85.0
mouse,group_ef944339,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_ef944339/image_2.jpg,75.0
mouse,group_526467,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_526467/image_1.jpg,75.0
mouse,group_526467,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_526467/image_2.jpg,70.0
mouse,group_516668,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_516668/image_1.jpg,75.0
mouse,group_516668,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_516668/image_2.jpg,65.0
mouse,group_279320,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_279320/image_1.jpg,65.0
mouse,group_279320,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_279320/image_2.jpg,80.0
mouse,group_279320,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_279320/image_3.jpg,90.0
mouse,group_208201,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_208201/image_1.jpg,85.0
mouse,group_208201,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_208201/image_2.jpg,80.0
mouse,group_542603d5,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_542603d5/image_1.jpg,75.0
mouse,group_542603d5,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_542603d5/image_2.jpg,80.0
mouse,group_328588,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_328588/image_1.jpg,20.0
mouse,group_328588,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_328588/image_2.jpg,85.0
mouse,group_208340,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_208340/image_1.jpg,40.0
mouse,group_208340,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_208340/image_2.jpg,65.0
mouse,group_197616,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_197616/image_1.jpg,85.0
mouse,group_197616,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_197616/image_2.jpg,75.0
mouse,group_237054,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_237054/image_1.jpg,85.0
mouse,group_237054,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_237054/image_2.jpg,70.0
mouse,group_438762,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_438762/image_1.jpg,65.0
mouse,group_438762,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_438762/image_2.jpg,75.0
mouse,group_246794,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_246794/image_1.jpg,85.0
mouse,group_246794,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_246794/image_2.jpg,90.0
mouse,group_173832,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_173832/image_1.jpg,45.0
mouse,group_173832,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_173832/image_2.jpg,55.0
mouse,group_173832,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_173832/image_3.jpg,80.0
mouse,group_144349,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_144349/image_1.jpg,75.0
mouse,group_144349,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_144349/image_2.jpg,60.0
mouse,group_144349,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_144349/image_3.jpg,85.0
mouse,group_bd35b87b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_bd35b87b/image_1.jpg,85.0
mouse,group_bd35b87b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_bd35b87b/image_2.jpg,80.0
mouse,group_396984,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_396984/image_1.jpg,30.0
mouse,group_396984,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/mouse/group_396984/image_2.jpg,85.0
keyboard,group_130501,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_130501/image_1.jpg,65.0
keyboard,group_130501,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_130501/image_2.jpg,75.0
keyboard,group_130501,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_130501/image_3.jpg,70.0
keyboard,group_206903,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_206903/image_1.jpg,60.0
keyboard,group_206903,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_206903/image_2.jpg,85.0
keyboard,group_156474,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_156474/image_1.jpg,65.0
keyboard,group_156474,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_156474/image_2.jpg,75.0
keyboard,group_280732,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_280732/image_1.jpg,75.0
keyboard,group_280732,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_280732/image_2.jpg,65.0
keyboard,group_494220,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_494220/image_1.jpg,30.0
keyboard,group_494220,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_494220/image_2.jpg,25.0
keyboard,group_79445,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_79445/image_1.jpg,35.0
keyboard,group_79445,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_79445/image_2.jpg,30.0
keyboard,group_299417,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_299417/image_1.jpg,85.0
keyboard,group_299417,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_299417/image_2.jpg,90.0
keyboard,group_124215,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_124215/image_1.jpg,45.0
keyboard,group_124215,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_124215/image_2.jpg,70.0
keyboard,group_60472,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_60472/image_1.jpg,85.0
keyboard,group_60472,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_60472/image_2.jpg,60.0
keyboard,group_55f8114b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_55f8114b/image_1.jpg,85.0
keyboard,group_55f8114b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_55f8114b/image_2.jpg,90.0
keyboard,group_355075,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_355075/image_1.jpg,35.0
keyboard,group_355075,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_355075/image_2.jpg,45.0
keyboard,group_9b7b65c3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_9b7b65c3/image_1.jpg,55.0
keyboard,group_9b7b65c3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_9b7b65c3/image_2.jpg,85.0
keyboard,group_529012,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_529012/image_1.jpg,25.0
keyboard,group_529012,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_529012/image_2.jpg,30.0
keyboard,group_357010,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_357010/image_1.jpg,75.0
keyboard,group_357010,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_357010/image_2.jpg,85.0
keyboard,group_163348,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_163348/image_1.jpg,30.0
keyboard,group_163348,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_163348/image_2.jpg,35.0
keyboard,group_369793,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_369793/image_1.jpg,35.0
keyboard,group_369793,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_369793/image_2.jpg,45.0
keyboard,group_369793,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_369793/image_3.jpg,50.0
keyboard,group_bd35b87b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_bd35b87b/image_1.jpg,60.0
keyboard,group_bd35b87b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_bd35b87b/image_2.jpg,85.0
keyboard,group_46e15c2c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_46e15c2c/image_1.jpg,85.0
keyboard,group_46e15c2c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_46e15c2c/image_2.jpg,75.0
keyboard,group_319228,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_319228/image_1.jpg,35.0
keyboard,group_319228,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_319228/image_2.jpg,30.0
keyboard,group_52653419,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_52653419/image_1.jpg,40.0
keyboard,group_52653419,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_52653419/image_2.jpg,85.0
keyboard,group_287841,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_287841/image_1.jpg,35.0
keyboard,group_287841,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_287841/image_2.jpg,30.0
keyboard,group_0cfbe6b9,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_0cfbe6b9/image_1.jpg,70.0
keyboard,group_0cfbe6b9,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_0cfbe6b9/image_2.jpg,85.0
keyboard,group_f20421b3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_f20421b3/image_1.jpg,55.0
keyboard,group_f20421b3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_f20421b3/image_2.jpg,65.0
keyboard,group_577522,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_577522/image_1.jpg,35.0
keyboard,group_577522,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_577522/image_2.jpg,50.0
keyboard,group_3d350eb8,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_3d350eb8/image_1.jpg,75.0
keyboard,group_3d350eb8,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_3d350eb8/image_2.jpg,85.0
keyboard,group_99423,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_99423/image_1.jpg,30.0
keyboard,group_99423,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_99423/image_2.jpg,25.0
keyboard,group_235203,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_235203/image_1.jpg,40.0
keyboard,group_235203,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_235203/image_2.jpg,65.0
keyboard,group_182696,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_182696/image_1.jpg,85.0
keyboard,group_182696,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_182696/image_2.jpg,55.0
keyboard,group_e8934efc,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_e8934efc/image_1.jpg,85.0
keyboard,group_e8934efc,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_e8934efc/image_2.jpg,80.0
keyboard,group_06883ed6,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_06883ed6/image_1.jpg,85.0
keyboard,group_06883ed6,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_06883ed6/image_2.jpg,70.0
keyboard,group_242286,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_242286/image_1.jpg,35.0
keyboard,group_242286,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_242286/image_2.jpg,30.0
keyboard,group_99407,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_99407/image_1.jpg,45.0
keyboard,group_99407,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_99407/image_2.jpg,55.0
keyboard,group_99407,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_99407/image_3.jpg,60.0
keyboard,group_375500,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_375500/image_1.jpg,55.0
keyboard,group_375500,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_375500/image_2.jpg,65.0
keyboard,group_18be6bc7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_18be6bc7/image_1.jpg,85.0
keyboard,group_18be6bc7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_18be6bc7/image_2.jpg,90.0
keyboard,group_405851,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_405851/image_1.jpg,85.0
keyboard,group_405851,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_405851/image_2.jpg,30.0
keyboard,group_f1d1857f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_f1d1857f/image_1.jpg,85.0
keyboard,group_f1d1857f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_f1d1857f/image_2.jpg,85.0
keyboard,group_b0d2246c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_b0d2246c/image_1.jpg,65.0
keyboard,group_b0d2246c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_b0d2246c/image_2.jpg,75.0
keyboard,group_73494,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_73494/image_1.jpg,85.0
keyboard,group_73494,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_73494/image_2.jpg,75.0
keyboard,group_202447,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_202447/image_1.jpg,40.0
keyboard,group_202447,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_202447/image_2.jpg,45.0
keyboard,group_68136,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_68136/image_1.jpg,35.0
keyboard,group_68136,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_68136/image_2.jpg,50.0
keyboard,group_7fe3f123,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_7fe3f123/image_1.jpg,65.0
keyboard,group_7fe3f123,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_7fe3f123/image_2.jpg,60.0
keyboard,group_246736,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_246736/image_1.jpg,85.0
keyboard,group_246736,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_246736/image_2.jpg,75.0
keyboard,group_36523,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_36523/image_1.jpg,60.0
keyboard,group_36523,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_36523/image_2.jpg,65.0
keyboard,group_000000076738,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_000000076738/image_1.jpg,20.0
keyboard,group_000000076738,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_000000076738/image_2.jpg,65.0
keyboard,group_000000076738,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_000000076738/image_3.jpg,85.0
keyboard,group_511644,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_511644/image_1.jpg,35.0
keyboard,group_511644,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_511644/image_2.jpg,30.0
keyboard,group_491f712d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_491f712d/image_1.jpg,85.0
keyboard,group_491f712d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/keyboard/group_491f712d/image_2.jpg,90.0
remote,group_209007,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_209007/image_1.jpg,85.0
remote,group_209007,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_209007/image_2.jpg,75.0
remote,group_209007,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_209007/image_3.jpg,80.0
remote,group_457687,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_457687/image_1.jpg,90.0
remote,group_457687,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_457687/image_2.jpg,85.0
remote,group_526933,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_526933/image_1.jpg,85.0
remote,group_526933,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_526933/image_2.jpg,80.0
remote,group_198978,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_198978/image_1.jpg,90.0
remote,group_198978,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_198978/image_2.jpg,55.0
remote,group_69866,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_69866/image_1.jpg,85.0
remote,group_69866,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_69866/image_2.jpg,75.0
remote,group_319781,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_319781/image_1.jpg,20.0
remote,group_319781,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_319781/image_2.jpg,35.0
remote,group_319781,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_319781/image_3.jpg,50.0
remote,group_33753,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_33753/image_1.jpg,90.0
remote,group_33753,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_33753/image_2.jpg,85.0
remote,group_242665,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_242665/image_1.jpg,10.0
remote,group_242665,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_242665/image_2.jpg,90.0
remote,group_178928,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_178928/image_1.jpg,85.0
remote,group_178928,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_178928/image_2.jpg,70.0
remote,group_184490,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_184490/image_1.jpg,35.0
remote,group_184490,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_184490/image_2.jpg,85.0
remote,group_36488,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_36488/image_1.jpg,85.0
remote,group_36488,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_36488/image_2.jpg,80.0
remote,group_c99eaf95,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_c99eaf95/image_1.jpg,85.0
remote,group_c99eaf95,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_c99eaf95/image_2.jpg,90.0
remote,group_535136,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_535136/image_1.jpg,85.0
remote,group_535136,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_535136/image_2.jpg,70.0
remote,group_108201,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_108201/image_1.jpg,45.0
remote,group_108201,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_108201/image_2.jpg,55.0
remote,group_108201,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_108201/image_3.jpg,50.0
remote,group_77c6970f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_77c6970f/image_1.jpg,85.0
remote,group_77c6970f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_77c6970f/image_2.jpg,90.0
remote,group_2a9f2269,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/remote/group_2a9f2269/image_1.jpg,85.0
